0.563   -1.726   0.149 
0.563   -1.710   0.154 
0.563   -1.693   0.167 
0.563   -1.677   0.182 
0.563   -1.660   0.197 
0.563   -1.644   0.213 
0.563   -1.627   0.227 
0.563   -1.611   0.233 
0.563   -1.594   0.226 
0.563   -1.578   0.207 
0.563   -1.561   0.182 
0.563   -1.545   0.162 
0.563   -1.529   0.152 
0.563   -1.512   0.152 
0.563   -1.496   0.157 
0.563   -1.479   0.158 
0.563   -1.463   0.150 
0.563   -1.446   0.134 
0.563   -1.430   0.116 
0.563   -1.413   0.104 
0.563   -1.397   0.098 
0.563   -1.381   0.097 
0.563   -1.364   0.094 
0.563   -1.348   0.090 
0.563   -1.331   0.087 
0.563   -1.315   0.088 
0.563   -1.298   0.096 
0.563   -1.282   0.106 
0.563   -1.265   0.115 
0.563   -1.249   0.120 
0.563   -1.233   0.122 
0.563   -1.216   0.123 
0.563   -1.200   0.120 
0.563   -1.183   0.112 
0.563   -1.167   0.099 
0.563   -1.150   0.085 
0.563   -1.134   0.075 
0.563   -1.117   0.069 
0.563   -1.101   0.068 
0.563   -1.085   0.072 
0.563   -1.068   0.084 
0.563   -1.052   0.109 
0.563   -1.035   0.146 
0.563   -1.019   0.184 
0.563   -1.002   0.206 
0.563   -0.986   0.200 
0.563   -0.969   0.166 
0.563   -0.953   0.120 
0.563   -0.937   0.081 
0.563   -0.920   0.062 
0.563   -0.904   0.062 
0.563   -0.887   0.076 
0.563   -0.871   0.093 
0.563   -0.854   0.104 
0.563   -0.838   0.103 
0.563   -0.821   0.093 
0.563   -0.805   0.082 
0.563   -0.789   0.076 
0.563   -0.772   0.074 
0.563   -0.756   0.071 
0.563   -0.739   0.066 
0.563   -0.723   0.061 
0.563   -0.706   0.059 
0.563   -0.690   0.061 
0.563   -0.673   0.059 
0.563   -0.657   0.053 
0.563   -0.641   0.043 
0.563   -0.624   0.033 
0.563   -0.608   0.028 
0.563   -0.591   0.030 
0.563   -0.575   0.038 
0.563   -0.558   0.048 
0.563   -0.542   0.056 
0.563   -0.525   0.058 
0.563   -0.509   0.056 
0.563   -0.492   0.052 
0.563   -0.476   0.046 
0.563   -0.460   0.038 
0.563   -0.443   0.031 
0.563   -0.427   0.026 
0.563   -0.410   0.025 
0.563   -0.394   0.026 
0.563   -0.377   0.027 
0.563   -0.361   0.026 
0.563   -0.344   0.023 
0.563   -0.328   0.018 
0.563   -0.312   0.014 
0.563   -0.295   0.011 
0.563   -0.279   0.011 
0.563   -0.262   0.012 
0.563   -0.246   0.012 
0.563   -0.229   0.011 
0.563   -0.213   0.012 
0.563   -0.196   0.013 
0.563   -0.180   0.017 
0.563   -0.164   0.022 
0.563   -0.147   0.026 
0.563   -0.131   0.028 
0.563   -0.114   0.027 
0.563   -0.098   0.025 
0.563   -0.081   0.022 
0.563   -0.065   0.017 
0.563   -0.048   0.012 
0.563   -0.032   0.008 
0.563   -0.016   0.007 
0.563   0.001   0.010 
0.563   0.017   0.018 
0.563   0.034   0.032 
0.563   0.050   0.050 
0.563   0.067   0.069 
0.563   0.083   0.082 
0.563   0.100   0.082 
0.563   0.116   0.070 
0.563   0.132   0.051 
0.563   0.149   0.034 
0.563   0.165   0.021 
0.563   0.182   0.015 
0.563   0.198   0.013 
0.563   0.215   0.014 
0.563   0.231   0.017 
0.563   0.248   0.022 
0.563   0.264   0.027 
0.563   0.280   0.031 
0.563   0.297   0.033 
0.563   0.313   0.031 
0.563   0.330   0.026 
0.563   0.346   0.019 
0.563   0.363   0.012 
0.563   0.379   0.007 
0.563   0.396   0.004 
0.563   0.412   0.003 
0.563   0.428   0.006 
0.563   0.445   0.010 
0.563   0.461   0.014 
0.563   0.478   0.017 
0.563   0.494   0.017 
0.563   0.511   0.013 
0.563   0.527   0.009 
0.563   0.544   0.006 
0.563   0.560   0.005 
0.563   0.577   0.008 
0.563   0.593   0.014 
0.563   0.609   0.024 
0.563   0.626   0.035 
0.563   0.642   0.048 
0.563   0.659   0.059 
0.563   0.675   0.064 
0.563   0.692   0.063 
0.563   0.708   0.059 
0.563   0.725   0.056 
0.563   0.741   0.060 
0.563   0.757   0.067 
0.563   0.774   0.072 
0.563   0.790   0.069 
0.563   0.807   0.059 
0.563   0.823   0.049 
0.563   0.840   0.047 
0.563   0.856   0.055 
0.563   0.873   0.071 
0.563   0.889   0.088 
0.563   0.905   0.099 
0.563   0.922   0.100 
0.563   0.938   0.089 
0.563   0.955   0.073 
0.563   0.971   0.064 
0.563   0.988   0.067 
0.563   1.004   0.081 
0.563   1.021   0.097 
0.563   1.037   0.107 
0.563   1.053   0.110 
0.563   1.070   0.109 
0.563   1.086   0.112 
0.563   1.103   0.121 
0.563   1.119   0.135 
0.563   1.136   0.152 
0.563   1.152   0.167 
0.563   1.169   0.178 
0.563   1.185   0.179 
0.563   1.201   0.171 
0.563   1.218   0.159 
0.563   1.234   0.151 
0.563   1.251   0.152 
0.563   1.267   0.165 
0.563   1.284   0.183 
0.563   1.300   0.200 
0.563   1.317   0.207 
0.563   1.333   0.202 
0.563   1.349   0.188 
0.563   1.366   0.172 
0.563   1.382   0.163 
0.563   1.399   0.167 
0.563   1.415   0.180 
0.563   1.432   0.189 
0.563   1.448   0.183 
0.563   1.465   0.164 
0.563   1.481   0.142 
0.563   1.497   0.130 
0.563   1.514   0.131 
0.563   1.530   0.141 
0.563   1.547   0.158 
0.563   1.563   0.189 
0.563   1.580   0.236 
0.563   1.596   0.289 
0.563   1.613   0.324 
0.563   1.629   0.325 
0.563   1.646   0.299 
0.563   1.662   0.274 
0.563   1.678   0.276 
0.563   1.695   0.318 
0.563   1.711   0.392 
0.563   1.728   0.482 
0.563   1.744   0.573 
0.563   1.761   0.650 
0.563   1.777   0.700 
0.563   1.794   0.713 
0.563   1.810   0.685 
0.563   1.826   0.623 
0.563   1.843   0.546 
0.563   1.859   0.473 
0.563   1.876   0.422 
0.563   1.892   0.399 
0.563   1.909   0.398 
0.563   1.925   0.411 
0.563   1.942   0.426 
0.563   1.958   0.430 
0.563   1.974   0.415 
0.563   1.991   0.380 
0.563   2.007   0.340 
0.563   2.024   0.307 
0.563   2.040   0.289 
0.563   2.057   0.282 
0.563   2.073   0.279 
0.563   2.090   0.275 
0.563   2.106   0.266 
0.563   2.122   0.248 
0.563   2.139   0.227 
0.563   2.155   0.209 
0.563   2.172   0.204 
0.563   2.188   0.216 
0.563   2.205   0.239 
0.563   2.221   0.261 
0.563   2.238   0.275 
0.563   2.254   0.279 
0.563   2.270   0.275 
0.563   2.287   0.263 
0.563   2.303   0.241 
0.563   2.320   0.215 
0.563   2.336   0.195 
0.563   2.353   0.190 
0.563   2.369   0.197 
0.563   2.386   0.207 
0.563   2.402   0.211 
0.563   2.418   0.205 
0.563   2.435   0.195 
0.563   2.451   0.186 
0.563   2.468   0.182 
0.563   2.484   0.185 
0.563   2.501   0.194 
0.563   2.517   0.209 
0.563   2.534   0.230 
0.563   2.550   0.252 
0.563   2.566   0.264 
0.563   2.583   0.254 
0.563   2.599   0.222 
0.563   2.616   0.180 
0.563   2.632   0.146 
0.563   2.649   0.128 
0.563   2.665   0.128 
0.563   2.682   0.138 
0.563   2.698   0.150 
0.563   2.715   0.157 
0.563   2.731   0.159 
0.563   2.747   0.158 
0.563   2.764   0.159 
0.563   2.780   0.165 
0.563   2.797   0.177 
0.563   2.813   0.190 
0.563   2.830   0.201 
0.563   2.846   0.207 
0.563   2.863   0.207 
0.563   2.879   0.197 
0.563   2.895   0.176 
0.563   2.912   0.147 
0.563   2.928   0.119 
0.563   2.945   0.102 
0.563   2.961   0.099 
0.750   -3.009   0.183 
0.750   -2.992   0.174 
0.750   -2.976   0.183 
0.750   -2.959   0.215 
0.750   -2.943   0.262 
0.750   -2.927   0.308 
0.750   -2.910   0.336 
0.750   -2.894   0.334 
0.750   -2.877   0.307 
0.750   -2.861   0.265 
0.750   -2.844   0.224 
0.750   -2.828   0.196 
0.750   -2.811   0.183 
0.750   -2.795   0.185 
0.750   -2.779   0.197 
0.750   -2.762   0.214 
0.750   -2.746   0.235 
0.750   -2.729   0.257 
0.750   -2.713   0.280 
0.750   -2.696   0.304 
0.750   -2.680   0.335 
0.750   -2.663   0.371 
0.750   -2.647   0.404 
0.750   -2.630   0.414 
0.750   -2.614   0.392 
0.750   -2.598   0.345 
0.750   -2.581   0.297 
0.750   -2.565   0.266 
0.750   -2.548   0.266 
0.750   -2.532   0.297 
0.750   -2.515   0.347 
0.750   -2.499   0.393 
0.750   -2.482   0.416 
0.750   -2.466   0.411 
0.750   -2.450   0.393 
0.750   -2.433   0.385 
0.750   -2.417   0.405 
0.750   -2.400   0.452 
0.750   -2.384   0.506 
0.750   -2.367   0.537 
0.750   -2.351   0.528 
0.750   -2.334   0.483 
0.750   -2.318   0.423 
0.750   -2.302   0.369 
0.750   -2.285   0.331 
0.750   -2.269   0.307 
0.750   -2.252   0.291 
0.750   -2.236   0.283 
0.750   -2.219   0.284 
0.750   -2.203   0.295 
0.750   -2.186   0.318 
0.750   -2.170   0.356 
0.750   -2.154   0.404 
0.750   -2.137   0.448 
0.750   -2.121   0.466 
0.750   -2.104   0.447 
0.750   -2.088   0.398 
0.750   -2.071   0.337 
0.750   -2.055   0.279 
0.750   -2.038   0.231 
0.750   -2.022   0.196 
0.750   -2.006   0.172 
0.750   -1.989   0.155 
0.750   -1.973   0.144 
0.750   -1.956   0.140 
0.750   -1.940   0.146 
0.750   -1.923   0.163 
0.750   -1.907   0.189 
0.750   -1.890   0.221 
0.750   -1.874   0.252 
0.750   -1.858   0.275 
0.750   -1.841   0.283 
0.750   -1.825   0.276 
0.750   -1.808   0.255 
0.750   -1.792   0.227 
0.750   -1.775   0.197 
0.750   -1.759   0.171 
0.750   -1.742   0.154 
0.750   -1.726   0.149 
0.750   -1.710   0.154 
0.750   -1.693   0.167 
0.750   -1.677   0.182 
0.750   -1.660   0.197 
0.750   -1.644   0.213 
0.750   -1.627   0.227 
0.750   -1.611   0.233 
0.750   -1.594   0.226 
0.750   -1.578   0.207 
0.750   -1.561   0.182 
0.750   -1.545   0.162 
0.750   -1.529   0.152 
0.750   -1.512   0.152 
0.750   -1.496   0.157 
0.750   -1.479   0.158 
0.750   -1.463   0.150 
0.750   -1.446   0.134 
0.750   -1.430   0.116 
0.750   -1.413   0.104 
0.750   -1.397   0.098 
0.750   -1.381   0.097 
0.750   -1.364   0.094 
0.750   -1.348   0.090 
0.750   -1.331   0.087 
0.750   -1.315   0.088 
0.750   -1.298   0.096 
0.750   -1.282   0.106 
0.750   -1.265   0.115 
0.750   -1.249   0.120 
0.750   -1.233   0.122 
0.750   -1.216   0.123 
0.750   -1.200   0.120 
0.750   -1.183   0.112 
0.750   -1.167   0.099 
0.750   -1.150   0.085 
0.750   -1.134   0.075 
0.750   -1.117   0.069 
0.750   -1.101   0.068 
0.750   -1.085   0.072 
0.750   -1.068   0.084 
0.750   -1.052   0.109 
0.750   -1.035   0.146 
0.750   -1.019   0.184 
0.750   -1.002   0.206 
0.750   -0.986   0.200 
0.750   -0.969   0.166 
0.750   -0.953   0.120 
0.750   -0.937   0.081 
0.750   -0.920   0.062 
0.750   -0.904   0.062 
0.750   -0.887   0.076 
0.750   -0.871   0.093 
0.750   -0.854   0.104 
0.750   -0.838   0.103 
0.750   -0.821   0.093 
0.750   -0.805   0.082 
0.750   -0.789   0.076 
0.750   -0.772   0.074 
0.750   -0.756   0.071 
0.750   -0.739   0.066 
0.750   -0.723   0.061 
0.750   -0.706   0.059 
0.750   -0.690   0.061 
0.750   -0.673   0.059 
0.750   -0.657   0.053 
0.750   -0.641   0.043 
0.750   -0.624   0.033 
0.750   -0.608   0.028 
0.750   -0.591   0.030 
0.750   -0.575   0.038 
0.750   -0.558   0.048 
0.750   -0.542   0.056 
0.750   -0.525   0.058 
0.750   -0.509   0.056 
0.750   -0.492   0.052 
0.750   -0.476   0.046 
0.750   -0.460   0.038 
0.750   -0.443   0.031 
0.750   -0.427   0.026 
0.750   -0.410   0.025 
0.750   -0.394   0.026 
0.750   -0.377   0.027 
0.750   -0.361   0.026 
0.750   -0.344   0.023 
0.750   -0.328   0.018 
0.750   -0.312   0.014 
0.750   -0.295   0.011 
0.750   -0.279   0.011 
0.750   -0.262   0.012 
0.750   -0.246   0.012 
0.750   -0.229   0.011 
0.750   -0.213   0.012 
0.750   -0.196   0.013 
0.750   -0.180   0.017 
0.750   -0.164   0.022 
0.750   -0.147   0.026 
0.750   -0.131   0.028 
0.750   -0.114   0.027 
0.750   -0.098   0.025 
0.750   -0.081   0.022 
0.750   -0.065   0.017 
0.750   -0.048   0.012 
0.750   -0.032   0.008 
0.750   -0.016   0.007 
0.750   0.001   0.010 
0.750   0.017   0.018 
0.750   0.034   0.032 
0.750   0.050   0.050 
0.750   0.067   0.069 
0.750   0.083   0.082 
0.750   0.100   0.082 
0.750   0.116   0.070 
0.750   0.132   0.051 
0.750   0.149   0.034 
0.750   0.165   0.021 
0.750   0.182   0.015 
0.750   0.198   0.013 
0.750   0.215   0.014 
0.750   0.231   0.017 
0.750   0.248   0.022 
0.750   0.264   0.027 
0.750   0.280   0.031 
0.750   0.297   0.033 
0.750   0.313   0.031 
0.750   0.330   0.026 
0.750   0.346   0.019 
0.750   0.363   0.012 
0.750   0.379   0.007 
0.750   0.396   0.004 
0.750   0.412   0.003 
0.750   0.428   0.006 
0.750   0.445   0.010 
0.750   0.461   0.014 
0.750   0.478   0.017 
0.750   0.494   0.017 
0.750   0.511   0.013 
0.750   0.527   0.009 
0.750   0.544   0.006 
0.750   0.560   0.005 
0.750   0.577   0.008 
0.750   0.593   0.014 
0.750   0.609   0.024 
0.750   0.626   0.035 
0.750   0.642   0.048 
0.750   0.659   0.059 
0.750   0.675   0.064 
0.750   0.692   0.063 
0.750   0.708   0.059 
0.750   0.725   0.056 
0.750   0.741   0.060 
0.750   0.757   0.067 
0.750   0.774   0.072 
0.750   0.790   0.069 
0.750   0.807   0.059 
0.750   0.823   0.049 
0.750   0.840   0.047 
0.750   0.856   0.055 
0.750   0.873   0.071 
0.750   0.889   0.088 
0.750   0.905   0.099 
0.750   0.922   0.100 
0.750   0.938   0.089 
0.750   0.955   0.073 
0.750   0.971   0.064 
0.750   0.988   0.067 
0.750   1.004   0.081 
0.750   1.021   0.097 
0.750   1.037   0.107 
0.750   1.053   0.110 
0.750   1.070   0.109 
0.750   1.086   0.112 
0.750   1.103   0.121 
0.750   1.119   0.135 
0.750   1.136   0.152 
0.750   1.152   0.167 
0.750   1.169   0.178 
0.750   1.185   0.179 
0.750   1.201   0.171 
0.750   1.218   0.159 
0.750   1.234   0.151 
0.750   1.251   0.152 
0.750   1.267   0.165 
0.750   1.284   0.183 
0.750   1.300   0.200 
0.750   1.317   0.207 
0.750   1.333   0.202 
0.750   1.349   0.188 
0.750   1.366   0.172 
0.750   1.382   0.163 
0.750   1.399   0.167 
0.750   1.415   0.180 
0.750   1.432   0.189 
0.750   1.448   0.183 
0.750   1.465   0.164 
0.750   1.481   0.142 
0.750   1.497   0.130 
0.750   1.514   0.131 
0.750   1.530   0.141 
0.750   1.547   0.158 
0.750   1.563   0.189 
0.750   1.580   0.236 
0.750   1.596   0.289 
0.750   1.613   0.324 
0.750   1.629   0.325 
0.750   1.646   0.299 
0.750   1.662   0.274 
0.750   1.678   0.276 
0.750   1.695   0.318 
0.750   1.711   0.392 
0.750   1.728   0.482 
0.750   1.744   0.573 
0.750   1.761   0.650 
0.750   1.777   0.700 
0.750   1.794   0.713 
0.750   1.810   0.685 
0.750   1.826   0.623 
0.750   1.843   0.546 
0.750   1.859   0.473 
0.750   1.876   0.422 
0.750   1.892   0.399 
0.750   1.909   0.398 
0.750   1.925   0.411 
0.750   1.942   0.426 
0.750   1.958   0.430 
0.750   1.974   0.415 
0.750   1.991   0.380 
0.750   2.007   0.340 
0.750   2.024   0.307 
0.750   2.040   0.289 
0.750   2.057   0.282 
0.750   2.073   0.279 
0.750   2.090   0.275 
0.750   2.106   0.266 
0.750   2.122   0.248 
0.750   2.139   0.227 
0.750   2.155   0.209 
0.750   2.172   0.204 
0.750   2.188   0.216 
0.750   2.205   0.239 
0.750   2.221   0.261 
0.750   2.238   0.275 
0.750   2.254   0.279 
0.750   2.270   0.275 
0.750   2.287   0.263 
0.750   2.303   0.241 
0.750   2.320   0.215 
0.750   2.336   0.195 
0.750   2.353   0.190 
0.750   2.369   0.197 
0.750   2.386   0.207 
0.750   2.402   0.211 
0.750   2.418   0.205 
0.750   2.435   0.195 
0.750   2.451   0.186 
0.750   2.468   0.182 
0.750   2.484   0.185 
0.750   2.501   0.194 
0.750   2.517   0.209 
0.750   2.534   0.230 
0.750   2.550   0.252 
0.750   2.566   0.264 
0.750   2.583   0.254 
0.750   2.599   0.222 
0.750   2.616   0.180 
0.750   2.632   0.146 
0.750   2.649   0.128 
0.750   2.665   0.128 
0.750   2.682   0.138 
0.750   2.698   0.150 
0.750   2.715   0.157 
0.750   2.731   0.159 
0.750   2.747   0.158 
0.750   2.764   0.159 
0.750   2.780   0.165 
0.750   2.797   0.177 
0.750   2.813   0.190 
0.750   2.830   0.201 
0.750   2.846   0.207 
0.750   2.863   0.207 
0.750   2.879   0.197 
0.750   2.895   0.176 
0.750   2.912   0.147 
0.750   2.928   0.119 
0.750   2.945   0.102 
0.750   2.961   0.099 
0.938   -3.009   0.183 
0.938   -2.992   0.174 
0.938   -2.976   0.183 
0.938   -2.959   0.215 
0.938   -2.943   0.262 
0.938   -2.927   0.308 
0.938   -2.910   0.336 
0.938   -2.894   0.334 
0.938   -2.877   0.307 
0.938   -2.861   0.265 
0.938   -2.844   0.224 
0.938   -2.828   0.196 
0.938   -2.811   0.183 
0.938   -2.795   0.185 
0.938   -2.779   0.197 
0.938   -2.762   0.214 
0.938   -2.746   0.235 
0.938   -2.729   0.257 
0.938   -2.713   0.280 
0.938   -2.696   0.304 
0.938   -2.680   0.335 
0.938   -2.663   0.371 
0.938   -2.647   0.404 
0.938   -2.630   0.414 
0.938   -2.614   0.392 
0.938   -2.598   0.345 
0.938   -2.581   0.297 
0.938   -2.565   0.266 
0.938   -2.548   0.266 
0.938   -2.532   0.297 
0.938   -2.515   0.347 
0.938   -2.499   0.393 
0.938   -2.482   0.416 
0.938   -2.466   0.411 
0.938   -2.450   0.393 
0.938   -2.433   0.385 
0.938   -2.417   0.405 
0.938   -2.400   0.452 
0.938   -2.384   0.506 
0.938   -2.367   0.537 
0.938   -2.351   0.528 
0.938   -2.334   0.483 
0.938   -2.318   0.423 
0.938   -2.302   0.369 
0.938   -2.285   0.331 
0.938   -2.269   0.307 
0.938   -2.252   0.291 
0.938   -2.236   0.283 
0.938   -2.219   0.284 
0.938   -2.203   0.295 
0.938   -2.186   0.318 
0.938   -2.170   0.356 
0.938   -2.154   0.404 
0.938   -2.137   0.448 
0.938   -2.121   0.466 
0.938   -2.104   0.447 
0.938   -2.088   0.398 
0.938   -2.071   0.337 
0.938   -2.055   0.279 
0.938   -2.038   0.231 
0.938   -2.022   0.196 
0.938   -2.006   0.172 
0.938   -1.989   0.155 
0.938   -1.973   0.144 
0.938   -1.956   0.140 
0.938   -1.940   0.146 
0.938   -1.923   0.163 
0.938   -1.907   0.189 
0.938   -1.890   0.221 
0.938   -1.874   0.252 
0.938   -1.858   0.275 
0.938   -1.841   0.283 
0.938   -1.825   0.276 
0.938   -1.808   0.255 
0.938   -1.792   0.227 
0.938   -1.775   0.197 
0.938   -1.759   0.171 
0.938   -1.742   0.154 
0.938   -1.726   0.149 
0.938   -1.710   0.154 
0.938   -1.693   0.167 
0.938   -1.677   0.182 
0.938   -1.660   0.197 
0.938   -1.644   0.213 
0.938   -1.627   0.227 
0.938   -1.611   0.233 
0.938   -1.594   0.226 
0.938   -1.578   0.207 
0.938   -1.561   0.182 
0.938   -1.545   0.162 
0.938   -1.529   0.152 
0.938   -1.512   0.152 
0.938   -1.496   0.157 
0.938   -1.479   0.158 
0.938   -1.463   0.150 
0.938   -1.446   0.134 
0.938   -1.430   0.116 
0.938   -1.413   0.104 
0.938   -1.397   0.098 
0.938   -1.381   0.097 
0.938   -1.364   0.094 
0.938   -1.348   0.090 
0.938   -1.331   0.087 
0.938   -1.315   0.088 
0.938   -1.298   0.096 
0.938   -1.282   0.106 
0.938   -1.265   0.115 
0.938   -1.249   0.120 
0.938   -1.233   0.122 
0.938   -1.216   0.123 
0.938   -1.200   0.120 
0.938   -1.183   0.112 
0.938   -1.167   0.099 
0.938   -1.150   0.085 
0.938   -1.134   0.075 
0.938   -1.117   0.069 
0.938   -1.101   0.068 
0.938   -1.085   0.072 
0.938   -1.068   0.084 
0.938   -1.052   0.109 
0.938   -1.035   0.146 
0.938   -1.019   0.184 
0.938   -1.002   0.206 
0.938   -0.986   0.200 
0.938   -0.969   0.166 
0.938   -0.953   0.120 
0.938   -0.937   0.081 
0.938   -0.920   0.062 
0.938   -0.904   0.062 
0.938   -0.887   0.076 
0.938   -0.871   0.093 
0.938   -0.854   0.104 
0.938   -0.838   0.103 
0.938   -0.821   0.093 
0.938   -0.805   0.082 
0.938   -0.789   0.076 
0.938   -0.772   0.074 
0.938   -0.756   0.071 
0.938   -0.739   0.066 
0.938   -0.723   0.061 
0.938   -0.706   0.059 
0.938   -0.690   0.061 
0.938   -0.673   0.059 
0.938   -0.657   0.053 
0.938   -0.641   0.043 
0.938   -0.624   0.033 
0.938   -0.608   0.028 
0.938   -0.591   0.030 
0.938   -0.575   0.038 
0.938   -0.558   0.048 
0.938   -0.542   0.056 
0.938   -0.525   0.058 
0.938   -0.509   0.056 
0.938   -0.492   0.052 
0.938   -0.476   0.046 
0.938   -0.460   0.038 
0.938   -0.443   0.031 
0.938   -0.427   0.026 
0.938   -0.410   0.025 
0.938   -0.394   0.026 
0.938   -0.377   0.027 
0.938   -0.361   0.026 
0.938   -0.344   0.023 
0.938   -0.328   0.018 
0.938   -0.312   0.014 
0.938   -0.295   0.011 
0.938   -0.279   0.011 
0.938   -0.262   0.012 
0.938   -0.246   0.012 
0.938   -0.229   0.011 
0.938   -0.213   0.012 
0.938   -0.196   0.013 
0.938   -0.180   0.017 
0.938   -0.164   0.022 
0.938   -0.147   0.026 
0.938   -0.131   0.028 
0.938   -0.114   0.027 
0.938   -0.098   0.025 
0.938   -0.081   0.022 
0.938   -0.065   0.017 
0.938   -0.048   0.012 
0.938   -0.032   0.008 
0.938   -0.016   0.007 
0.938   0.001   0.010 
0.938   0.017   0.018 
0.938   0.034   0.032 
0.938   0.050   0.050 
0.938   0.067   0.069 
0.938   0.083   0.082 
0.938   0.100   0.082 
0.938   0.116   0.070 
0.938   0.132   0.051 
0.938   0.149   0.034 
0.938   0.165   0.021 
0.938   0.182   0.015 
0.938   0.198   0.013 
0.938   0.215   0.014 
0.938   0.231   0.017 
0.938   0.248   0.022 
0.938   0.264   0.027 
0.938   0.280   0.031 
0.938   0.297   0.033 
0.938   0.313   0.031 
0.938   0.330   0.026 
0.938   0.346   0.019 
0.938   0.363   0.012 
0.938   0.379   0.007 
0.938   0.396   0.004 
0.938   0.412   0.003 
0.938   0.428   0.006 
0.938   0.445   0.010 
0.938   0.461   0.014 
0.938   0.478   0.017 
0.938   0.494   0.017 
0.938   0.511   0.013 
0.938   0.527   0.009 
0.938   0.544   0.006 
0.938   0.560   0.005 
0.938   0.577   0.008 
0.938   0.593   0.014 
0.938   0.609   0.024 
0.938   0.626   0.035 
0.938   0.642   0.048 
0.938   0.659   0.059 
0.938   0.675   0.064 
0.938   0.692   0.063 
0.938   0.708   0.059 
0.938   0.725   0.056 
0.938   0.741   0.060 
0.938   0.757   0.067 
0.938   0.774   0.072 
0.938   0.790   0.069 
0.938   0.807   0.059 
0.938   0.823   0.049 
0.938   0.840   0.047 
0.938   0.856   0.055 
0.938   0.873   0.071 
0.938   0.889   0.088 
0.938   0.905   0.099 
0.938   0.922   0.100 
0.938   0.938   0.089 
0.938   0.955   0.073 
0.938   0.971   0.064 
0.938   0.988   0.067 
0.938   1.004   0.081 
0.938   1.021   0.097 
0.938   1.037   0.107 
0.938   1.053   0.110 
0.938   1.070   0.109 
0.938   1.086   0.112 
0.938   1.103   0.121 
0.938   1.119   0.135 
0.938   1.136   0.152 
0.938   1.152   0.167 
0.938   1.169   0.178 
0.938   1.185   0.179 
0.938   1.201   0.171 
0.938   1.218   0.159 
0.938   1.234   0.151 
0.938   1.251   0.152 
0.938   1.267   0.165 
0.938   1.284   0.183 
0.938   1.300   0.200 
0.938   1.317   0.207 
0.938   1.333   0.202 
0.938   1.349   0.188 
0.938   1.366   0.172 
0.938   1.382   0.163 
0.938   1.399   0.167 
0.938   1.415   0.180 
0.938   1.432   0.189 
0.938   1.448   0.183 
0.938   1.465   0.164 
0.938   1.481   0.142 
0.938   1.497   0.130 
0.938   1.514   0.131 
0.938   1.530   0.141 
0.938   1.547   0.158 
0.938   1.563   0.189 
0.938   1.580   0.236 
0.938   1.596   0.289 
0.938   1.613   0.324 
0.938   1.629   0.325 
0.938   1.646   0.299 
0.938   1.662   0.274 
0.938   1.678   0.276 
0.938   1.695   0.318 
0.938   1.711   0.392 
0.938   1.728   0.482 
0.938   1.744   0.573 
0.938   1.761   0.650 
0.938   1.777   0.700 
0.938   1.794   0.713 
0.938   1.810   0.685 
0.938   1.826   0.623 
0.938   1.843   0.546 
0.938   1.859   0.473 
0.938   1.876   0.422 
0.938   1.892   0.399 
0.938   1.909   0.398 
0.938   1.925   0.411 
0.938   1.942   0.426 
0.938   1.958   0.430 
0.938   1.974   0.415 
0.938   1.991   0.380 
0.938   2.007   0.340 
