-2.826	-2.819
-2.782	-2.766
-2.767	-2.713
-2.75	-2.642
-2.73	-2.723
-2.85	-2.85
-2.819	-2.777
-2.708	-2.7
-2.727	-2.721
-2.822	-2.659
-2.822	-2.659
-2.819	-2.671
-2.809	-2.704
-2.763	-2.755
-2.772	-2.688
-2.746	-2.614
-2.715	-2.543
-2.679	-2.514
-2.64	-2.556
-2.6	-2.599
-2.6	-2.599
-2.622	-2.561
-2.645	-2.634
-2.801	-2.767
-2.701	-2.671
-2.75	-2.746
-2.795	-2.773
-2.835	-2.78
-2.838	-2.822
-2.826	-2.819
-2.826	-2.819
-2.826	-2.819
-2.826	-2.82
-2.826	-2.82
-2.826	-2.82
-2.826	-2.82
-2.826	-2.821
-2.827	-2.821
-2.827	-2.821
-2.827	-2.821
-2.827	-2.821
-2.776	-2.77
-2.66	-2.655
-2.686	-2.683
-2.767	-2.733
-2.879	-2.761
-2.821	-2.771
-2.775	-2.773
-2.788	-2.786
-2.816	-2.815
-2.816	-2.815
-2.789	-2.786
-2.768	-2.765
-2.807	-2.805
-2.854	-2.853
-2.86	-2.858
-2.865	-2.863
-2.872	-2.87
-2.88	-2.879
-2.889	-2.888
-2.889	-2.888
-2.865	-2.864
-2.835	-2.834
-2.8	-2.799
-2.76	-2.76
-2.719	-2.718
-2.677	-2.677
-2.639	-2.638
-2.611	-2.61
-2.6	-2.599
-2.6	-2.599
-2.622	-2.561
-2.645	-2.634
-2.801	-2.767
-2.701	-2.671
-2.75	-2.746
-2.795	-2.773
-2.835	-2.78
-2.838	-2.822
-2.826	-2.819
-1.748	-1.733
-1.702	-1.702
-1.715	-1.709
-1.687	-1.679
-1.736	-1.729
-1.685	-1.671
-1.682	-1.623
-1.565	-1.564
-1.608	-1.487
-1.757	-1.416
-1.757	-1.416
-1.766	-1.431
-1.785	-1.475
-1.711	-1.543
-1.645	-1.631
-1.733	-1.591
-1.736	-1.552
-1.687	-1.528
-1.633	-1.518
-1.577	-1.576
-1.577	-1.576
-1.567	-1.561
-1.603	-1.564
-1.646	-1.637
-1.735	-1.703
-1.759	-1.736
-1.723	-1.72
-1.701	-1.638
-1.691	-1.628
-1.748	-1.733
-1.748	-1.733
-1.744	-1.732
-1.732	-1.728
-1.713	-1.713
-1.686	-1.686
-1.654	-1.654
-1.615	-1.615
-1.603	-1.572
-1.621	-1.525
-1.638	-1.485
-1.638	-1.485
-1.647	-1.548
-1.678	-1.604
-1.731	-1.65
-1.73	-1.689
-1.724	-1.722
-1.752	-1.75
-1.769	-1.712
-1.783	-1.779
-1.801	-1.801
-1.801	-1.801
-1.751	-1.749
-1.689	-1.687
-1.659	-1.656
-1.736	-1.733
-1.825	-1.821
-1.917	-1.914
-1.922	-1.921
-1.927	-1.927
-1.934	-1.933
-1.934	-1.933
-1.899	-1.899
-1.859	-1.859
-1.815	-1.814
-1.767	-1.767
-1.718	-1.718
-1.67	-1.669
-1.625	-1.624
-1.59	-1.589
-1.577	-1.576
-1.577	-1.576
-1.567	-1.561
-1.603	-1.564
-1.646	-1.637
-1.735	-1.703
-1.759	-1.736
-1.723	-1.72
-1.701	-1.638
-1.691	-1.628
-1.748	-1.733
